color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres_x,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget_x,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,budget_y,genres_y,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
Color,Robert Schwentke,181.0,120.0,124.0,943.0,Theo James,6000.0,66002193.0,Action|Adventure|Mystery|Sci-Fi|Thriller,Naomi Watts,Allegiant,44296.0,12452.0,Zoë Kravitz,3.0,based on young adult novel|dystopia|genetic experimentation|strong female character|strong female lead,http://www.imdb.com/title/tt3410834/?ref_=fn_tt_tt_1,144.0,English,USA,PG-13,110000000.0,2016.0,5000.0,5.8,2.35,12000.0,110000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",http://www.thedivergentseries.movie/#allegiant,262504,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 2020, ""name"": ""revolution""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 162988, ""name"": ""dystopic future""}, {""id"": 206298, ""name"": ""young adult""}, {""id"": 223438, ""name"": ""based on young adult novel""}]",en,Allegiant,Beatrice Prior and Tobias Eaton venture into the world outside of the fence and are taken into protective custody by a mysterious agency known as the Bureau of Genetic Welfare.,86.105615,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""Mandeville Films"", ""id"": 10227}, {""name"": ""Red Wagon Entertainment"", ""id"": 14440}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-03-09 00:00:00,179246868,121.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Break the boundaries of your world,Allegiant,5.9,1998
Color,Ridley Scott,568.0,151.0,0.0,372.0,Donald Glover,13000.0,228430993.0,Adventure|Drama|Sci-Fi,Matt Damon,The Martian,472488.0,14831.0,Benedict Wong,1.0,astronaut|international cooperation|left for dead|nasa|space habitat,http://www.imdb.com/title/tt3659388/?ref_=fn_tt_tt_1,1023.0,English,USA,PG-13,108000000.0,2015.0,801.0,8.1,2.35,153000.0,108000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",http://www.foxmovies.com/movies/the-martian,286217,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 839, ""name"": ""mars""}, {""id"": 1432, ""name"": ""nasa""}, {""id"": 1533, ""name"": ""isolation""}, {""id"": 4003, ""name"": ""botanist""}, {""id"": 9743, ""name"": ""stranded""}, {""id"": 9831, ""name"": ""spaceship""}, {""id"": 9882, ""name"": ""space""}, {""id"": 10160, ""name"": ""engineering""}, {""id"": 10349, ""name"": ""survival""}, {""id"": 14626, ""name"": ""astronaut""}, {""id"": 156810, ""name"": ""science""}, {""id"": 168603, ""name"": ""deep space explorer""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 196367, ""name"": ""battle for survival""}]",en,The Martian,"During a manned mission to Mars, Astronaut Mark Watney is presumed dead after a fierce storm and left behind by his crew. But Watney has survived and finds himself stranded and alone on the hostile planet. With only meager supplies, he must draw upon his ingenuity, wit and spirit to subsist and find a way to signal to Earth that he is alive.",167.93287,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Scott Free Productions"", ""id"": 1645}, {""name"": ""Mid Atlantic Films"", ""id"": 2735}, {""name"": ""International Traders"", ""id"": 6408}, {""name"": ""TSG Entertainment"", ""id"": 22213}, {""name"": ""Genre Films"", ""id"": 28788}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-09-30 00:00:00,630161890,141.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]",Released,Bring Him Home,The Martian,7.6,7268
Color,Patrick Hughes,320.0,131.0,385.0,11000.0,Sylvester Stallone,26000.0,39292022.0,Action|Adventure|Thriller,Jason Statham,The Expendables 3,127258.0,52610.0,Harrison Ford,15.0,battle|fight|mission|pg 13 sequel to r rated franchise|rescue,http://www.imdb.com/title/tt2333784/?ref_=fn_tt_tt_1,351.0,English,USA,PG-13,90000000.0,2014.0,13000.0,6.1,2.35,56000.0,90000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",http://theexpendables3film.com/,138103,"[{""id"": 591, ""name"": ""cia""}, {""id"": 6163, ""name"": ""arms dealer""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 11107, ""name"": ""rescue mission""}, {""id"": 11612, ""name"": ""hospital""}, {""id"": 14643, ""name"": ""battle""}, {""id"": 157424, ""name"": ""sledgehammer""}, {""id"": 188944, ""name"": ""revolver""}]",en,The Expendables 3,"Barney, Christmas and the rest of the team comes face-to-face with Conrad Stonebanks, who years ago co-founded The Expendables with Barney. Stonebanks subsequently became a ruthless arms trader and someone who Barney was forced to kill… or so he thought. Stonebanks, who eluded death once before, now is making it his mission to end The Expendables -- but Barney has other plans. Barney decides that he has to fight old blood with new blood, and brings in a new era of Expendables team members, recruiting individuals who are younger, faster and more tech-savvy. The latest mission becomes a clash of classic old-school style versus high-tech expertise in the Expendables’ most personal battle yet.",61.025639,"[{""name"": ""Davis-Films"", ""id"": 342}, {""name"": ""Nu Image Films"", ""id"": 925}, {""name"": ""LionsGate"", ""id"": 7571}, {""name"": ""Millennium Films"", ""id"": 10254}, {""name"": ""Ex3 Productions"", ""id"": 28384}, {""name"": ""Fipex Holding"", ""id"": 40822}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-08-04 00:00:00,206172544,127.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,New team. New attitude. New mission.,The Expendables 3,6.1,1795
Color,Ron Howard,289.0,122.0,2000.0,571.0,Benjamin Walker,26000.0,24985612.0,Action|Adventure|Biography|Drama|History|Thriller,Chris Hemsworth,In the Heart of the Sea,71782.0,28328.0,Frank Dillane,0.0,emaciation|ship|starvation|vomiting|whale,http://www.imdb.com/title/tt1390411/?ref_=fn_tt_tt_1,161.0,English,USA,PG-13,100000000.0,2015.0,911.0,7.0,1.85,27000.0,100000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 36, ""name"": ""History""}]",http://www.intheheartoftheseamovie.com/,205775,"[{""id"": 236, ""name"": ""suicide""}, {""id"": 270, ""name"": ""ocean""}, {""id"": 658, ""name"": ""sea""}, {""id"": 1899, ""name"": ""hunger""}, {""id"": 2580, ""name"": ""shipwreck""}, {""id"": 3799, ""name"": ""ship""}, {""id"": 4676, ""name"": ""whale""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 9743, ""name"": ""stranded""}, {""id"": 10349, ""name"": ""survival""}, {""id"": 33829, ""name"": ""whaling""}, {""id"": 34079, ""name"": ""death""}, {""id"": 41393, ""name"": ""new england""}, {""id"": 179578, ""name"": ""lost at sea""}, {""id"": 185722, ""name"": ""based on true events""}, {""id"": 187318, ""name"": ""whaling ship""}, {""id"": 188266, ""name"": ""starvation""}, {""id"": 207928, ""name"": ""19th century""}, {""id"": 208048, ""name"": ""cannibalism""}, {""id"": 219785, ""name"": ""reference to moby dick""}, {""id"": 223211, ""name"": ""whale oil""}, {""id"": 223212, ""name"": ""nantucket""}]",en,In the Heart of the Sea,"In the winter of 1820, the New England whaling ship Essex was assaulted by something no one could believe: a whale of mammoth size and will, and an almost human sense of vengeance.  The real-life maritime disaster would inspire Herman Melville’s Moby Dick.  But that told only half the story.  “Heart of the Sea” reveals the encounter’s harrowing aftermath, as the ship’s surviving crew is pushed to their limits and forced to do the unthinkable to stay alive.  Braving storms, starvation, panic and despair, the men will call into question their deepest beliefs, from the value of their lives to the morality of their trade, as their captain searches for direction on the open sea and his first mate still seeks to bring the great whale down.",50.767332,"[{""name"": ""Imagine Entertainment"", ""id"": 23}, {""name"": ""Spring Creek Productions"", ""id"": 705}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Roth Films"", ""id"": 16314}, {""name"": ""K. JAM Media"", ""id"": 17888}, {""name"": ""Cott Productions"", ""id"": 24175}, {""name"": ""Surf Film"", ""id"": 34401}, {""name"": ""Enelmar Productions, A.I.E."", ""id"": 63571}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-11-20 00:00:00,93820758,122.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Based on the incredible true story that inspired Moby Dick,In the Heart of the Sea,6.5,1276
Color,Steve Martino,208.0,88.0,20.0,36.0,Venus Schultheis,144.0,130174897.0,Adventure|Animation|Comedy|Family,Francesca Capaldi,The Peanuts Movie,27918.0,309.0,Bill Melendez,0.0,dog|girl|imagination|peanuts|red hair,http://www.imdb.com/title/tt2452042/?ref_=fn_tt_tt_1,155.0,English,USA,G,99000000.0,2015.0,42.0,7.2,1.85,33000.0,99000000,"[{""id"": 16, ""name"": ""Animation""}]",http://www.peanutsmovie.com/,227973,"[{""id"": 11825, ""name"": ""based on comic strip""}, {""id"": 18035, ""name"": ""family""}, {""id"": 209714, ""name"": ""3d""}, {""id"": 210469, ""name"": ""charlie brown""}, {""id"": 221015, ""name"": ""snoopy""}]",en,The Peanuts Movie,"Snoopy embarks upon his greatest mission as he and his team take to the skies to pursue their arch-nemesis, while his best pal Charlie Brown begins his own epic quest back home.",34.308098,"[{""name"": ""Blue Sky Studios"", ""id"": 9383}, {""name"": ""Twentieth Century Fox Animation"", ""id"": 11749}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-11-05 00:00:00,246233113,88.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The story of an underdog. And his dog.,The Peanuts Movie,6.5,604
Color,Sergey Bodrov,175.0,102.0,44.0,766.0,Djimon Hounsou,12000.0,17176900.0,Action|Adventure|Fantasy,Jeff Bridges,Seventh Son,54501.0,17098.0,Olivia Williams,4.0,apprentice|demon|exorcism|master apprentice relationship|witch,http://www.imdb.com/title/tt1121096/?ref_=fn_tt_tt_1,154.0,English,USA,PG-13,95000000.0,2014.0,3000.0,5.5,2.35,16000.0,95000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]",http://www.seventhsonmovie.com/,68737,"[{""id"": 2343, ""name"": ""magic""}, {""id"": 4238, ""name"": ""chosen one""}, {""id"": 177895, ""name"": ""dark fantasy""}, {""id"": 177900, ""name"": ""witch hunter""}, {""id"": 177901, ""name"": ""evil witch""}, {""id"": 223438, ""name"": ""based on young adult novel""}, {""id"": 234213, ""name"": ""sword and sorcery""}]",en,Seventh Son,"John Gregory, who is a seventh son of a seventh son and also the local spook, has protected the country from witches, boggarts, ghouls and all manner of things that go bump in the night. However John is not young anymore, and has been seeking an apprentice to carry on his trade. Most have failed to survive. The last hope is a young farmer's son named Thomas Ward. Will he survive the training to become the spook that so many others couldn't?",63.628459,"[{""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Thunder Road Pictures"", ""id"": 3528}, {""name"": ""Outlaw Sinema"", ""id"": 13444}, {""name"": ""Moving Picture Company (MPC)"", ""id"": 20478}, {""name"": ""Pendle Mountain Productions"", ""id"": 40112}, {""name"": ""China Film Co."", ""id"": 40890}]","[{""iso_3166_1"": ""CN"", ""name"": ""China""}, {""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2014-12-12 00:00:00,114178613,102.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"When darkness falls, the son will rise. When the son falls, the dark knight will rise.",Seventh Son,5.2,957
Color,Wally Pfister,355.0,119.0,0.0,968.0,Morgan Freeman,40000.0,23014504.0,Drama|Mystery|Romance|Sci-Fi|Thriller,Johnny Depp,Transcendence,172707.0,54031.0,Clifton Collins Jr.,1.0,artificial intelligence|consciousness|power outage|scientist|technology,http://www.imdb.com/title/tt2209764/?ref_=fn_tt_tt_1,462.0,English,UK,PG-13,100000000.0,2014.0,11000.0,6.3,2.35,37000.0,100000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",,157353,"[{""id"": 310, ""name"": ""artificial intelligence""}, {""id"": 1576, ""name"": ""technology""}, {""id"": 2651, ""name"": ""nanotechnology""}, {""id"": 2812, ""name"": ""computer virus""}, {""id"": 3222, ""name"": ""super computer""}, {""id"": 6506, ""name"": ""resurrection""}, {""id"": 9673, ""name"": ""love""}, {""id"": 9678, ""name"": ""mind control""}, {""id"": 13015, ""name"": ""terrorism""}, {""id"": 14760, ""name"": ""scientist""}, {""id"": 193013, ""name"": ""extremist""}, {""id"": 198423, ""name"": ""moral dilemma""}, {""id"": 199320, ""name"": ""computer scientist""}, {""id"": 205852, ""name"": ""mind transfer""}, {""id"": 205853, ""name"": ""quantum computer""}, {""id"": 205854, ""name"": ""mind uploading""}]",en,Transcendence,"Two leading computer scientists work toward their goal of Technological Singularity,  as a radical anti-technology organization fights to prevent them from creating a world where computers can transcend the abilities of the human brain.",58.991388,"[{""name"": ""Alcon Entertainment"", ""id"": 1088}, {""name"": ""Syncopy"", ""id"": 9996}, {""name"": ""DMG Entertainment"", ""id"": 10289}, {""name"": ""Straight Up Films"", ""id"": 13403}]","[{""iso_3166_1"": ""CN"", ""name"": ""China""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-04-16 00:00:00,103039258,119.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Yesterday, Dr. Will Caster was only human...",Transcendence,5.9,2295
Color,Walt Becker,70.0,92.0,12.0,1000.0,Joshua Mikel,35000.0,85884815.0,Adventure|Animation|Comedy|Family|Fantasy|Music,Bella Thorne,Alvin and the Chipmunks: The Road Chip,9418.0,38450.0,Jesse McCartney,0.0,chipmunk|highway travel|on the road|plane|road movie,http://www.imdb.com/title/tt2974918/?ref_=fn_tt_tt_1,53.0,English,USA,PG,90000000.0,2015.0,1000.0,5.0,1.85,0.0,0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",http://www.foxmovies.com/movies/alvin-and-the-chipmunks-the-road-chip,258509,"[{""id"": 10986, ""name"": ""chipmunk""}, {""id"": 10987, ""name"": ""cgi""}, {""id"": 11477, ""name"": ""talking animal""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,Alvin and the Chipmunks: The Road Chip,"Through a series of misunderstandings, Alvin, Simon and Theodore come to believe that Dave is going to propose to his new girlfriend in New York City - and dump them. They have three days to get to him and stop the proposal.",27.867368,"[{""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Sunswept Entertainment"", ""id"": 5219}, {""name"": ""Bagdasarian Productions"", ""id"": 10930}, {""name"": ""TSG Entertainment"", ""id"": 22213}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-12-17 00:00:00,233755553,92.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Fast & furry-ous,Alvin and the Chipmunks: The Road Chip,5.8,428
Color,Chris Columbus,253.0,106.0,0.0,1000.0,Adam Sandler,22000.0,78747585.0,Action|Animation|Comedy|Sci-Fi,Peter Dinklage,Pixels,89770.0,35367.0,Josh Gad,0.0,alien|arcade game|chase|driving in reverse|video gamer,http://www.imdb.com/title/tt2120120/?ref_=fn_tt_tt_1,342.0,English,USA,PG-13,88000000.0,2015.0,11000.0,5.6,2.35,39000.0,88000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",http://www.pixels-movie.com/,257344,"[{""id"": 282, ""name"": ""video game""}, {""id"": 5801, ""name"": ""nerd""}, {""id"": 192962, ""name"": ""alien attack""}, {""id"": 209714, ""name"": ""3d""}, {""id"": 220855, ""name"": ""pixels""}]",en,Pixels,Video game experts are recruited by the military to fight 1980s-era video game characters who've attacked New York.,140.849495,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Happy Madison Productions"", ""id"": 2608}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-07-16 00:00:00,243637091,105.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Game On.,Pixels,5.6,2513
Color,Jon M. Chu,196.0,129.0,209.0,886.0,Morgan Freeman,11000.0,64685359.0,Action|Adventure|Comedy|Crime|Mystery|Thriller,Daniel Radcliffe,Now You See Me 2,40862.0,23031.0,Sanaa Lathan,6.0,card trick|london england|magician|rain machine|rooftop,http://www.imdb.com/title/tt3110958/?ref_=fn_tt_tt_1,139.0,English,USA,PG-13,90000000.0,2016.0,11000.0,6.9,2.35,15000.0,90000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",http://nowyouseeme.movie,291805,"[{""id"": 212, ""name"": ""london england""}, {""id"": 478, ""name"": ""china""}, {""id"": 2343, ""name"": ""magic""}, {""id"": 2908, ""name"": ""secret society""}, {""id"": 7002, ""name"": ""vigilante""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 10051, ""name"": ""heist""}, {""id"": 10562, ""name"": ""on the run""}, {""id"": 228519, ""name"": ""macau china""}, {""id"": 236458, ""name"": ""magician""}]",en,Now You See Me 2,"One year after outwitting the FBI and winning the public’s adulation with their mind-bending spectacles, the Four Horsemen resurface only to find themselves face to face with a new enemy who enlists them to pull off their most dangerous heist yet.",51.535701,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""K/O Paper Products"", ""id"": 7296}, {""name"": ""TIK Films"", ""id"": 72441}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""CN"", ""name"": ""China""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-06-02 00:00:00,334901337,129.0,"[{""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,You Haven't Seen Anything Yet,Now You See Me 2,6.7,3235
Color,Neil Burger,459.0,139.0,168.0,1000.0,Theo James,14000.0,150832203.0,Adventure|Mystery|Sci-Fi,Kate Winslet,Divergent,341058.0,22226.0,Mekhi Phifer,2.0,army|brother sister relationship|dystopia|father son relationship|narrated by character,http://www.imdb.com/title/tt1840309/?ref_=fn_tt_tt_1,713.0,English,USA,PG-13,85000000.0,2014.0,5000.0,6.7,2.35,49000.0,85000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",http://www.thedivergentseries.movie/#divergent,157350,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 14751, ""name"": ""youth""}, {""id"": 162988, ""name"": ""dystopic future""}, {""id"": 180492, ""name"": ""caste system""}, {""id"": 211389, ""name"": ""divergent""}, {""id"": 223438, ""name"": ""based on young adult novel""}]",en,Divergent,"In a world divided into factions based on personality types, Tris learns that she's been classified as Divergent and won't fit in. When she discovers a plot to destroy Divergents, Tris and the mysterious Four must find out what makes Divergents dangerous before it's too late.",80.316463,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Red Wagon Entertainment"", ""id"": 14440}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-03-14 00:00:00,288747895,139.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,What makes you different makes you dangerous.,Divergent,6.9,4663
Color,David Ayer,406.0,134.0,452.0,697.0,Logan Lerman,11000.0,85707116.0,Action|Drama|War,Brad Pitt,Fury,303185.0,20411.0,Jim Parrack,4.0,battle|battlefield|brutality|combat|tank,http://www.imdb.com/title/tt2713180/?ref_=fn_tt_tt_1,701.0,English,USA,R,68000000.0,2014.0,8000.0,7.6,2.35,82000.0,68000000,"[{""id"": 10752, ""name"": ""War""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}]",,228150,"[{""id"": 1956, ""name"": ""world war ii""}, {""id"": 2652, ""name"": ""nazis""}, {""id"": 6091, ""name"": ""war""}, {""id"": 11064, ""name"": ""nazi germany""}, {""id"": 11102, ""name"": ""panzer""}, {""id"": 11117, ""name"": ""tank""}]",en,Fury,"Last months of World War II in April 1945. As the Allies make their final push in the European Theater, a battle-hardened U.S. Army sergeant in the 2nd Armored Division named Wardaddy commands a Sherman tank called ""Fury"" and its five-man crew on a deadly mission behind enemy lines. Outnumbered and outgunned, Wardaddy and his men face overwhelming odds in their heroic attempts to strike at the heart of Nazi Germany.",139.575085,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""QED International"", ""id"": 11029}, {""name"": ""Crave Films"", ""id"": 16312}, {""name"": ""LStar Capital"", ""id"": 34034}, {""name"": ""Huayi Brothers Media"", ""id"": 39649}, {""name"": ""Le Grisbi Productions"", ""id"": 47169}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""CN"", ""name"": ""China""}]",2014-10-15 00:00:00,211817906,135.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,War never ends quietly.,Fury,7.4,3946
Color,Genndy Tartakovsky,152.0,89.0,266.0,859.0,Adam Sandler,12000.0,169692572.0,Animation|Comedy|Family|Fantasy,Steve Buscemi,Hotel Transylvania 2,56501.0,26839.0,Fran Drescher,0.0,california|dracula|hotel|transylvania|vampire,http://www.imdb.com/title/tt2510894/?ref_=fn_tt_tt_1,97.0,English,USA,PG,80000000.0,2015.0,11000.0,6.7,1.85,16000.0,80000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",,159824,"[{""id"": 272, ""name"": ""transylvania""}, {""id"": 612, ""name"": ""hotel""}, {""id"": 616, ""name"": ""witch""}, {""id"": 1576, ""name"": ""technology""}, {""id"": 2343, ""name"": ""magic""}, {""id"": 2904, ""name"": ""mummy""}, {""id"": 3633, ""name"": ""dracula""}, {""id"": 4062, ""name"": ""skeleton""}, {""id"": 4555, ""name"": ""only child""}, {""id"": 5891, ""name"": ""backpacker""}, {""id"": 6038, ""name"": ""marriage""}, {""id"": 6737, ""name"": ""frankenstein""}, {""id"": 11155, ""name"": ""wolfman""}, {""id"": 12377, ""name"": ""zombie""}, {""id"": 14633, ""name"": ""moving out""}, {""id"": 160130, ""name"": ""invisible man""}, {""id"": 224472, ""name"": ""new life""}]",en,Hotel Transylvania 2,"When the old-old-old-fashioned vampire Vlad arrives at the hotel for an impromptu family get-together, Hotel Transylvania is in for a collision of supernatural old-school and modern day cool.",61.692197,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Sony Pictures Animation"", ""id"": 2251}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-09-21 00:00:00,473226958,89.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""th"", ""name"": ""\u0e20\u0e32\u0e29\u0e32\u0e44\u0e17\u0e22""}]",Released,They're back to raise a little terror,Hotel Transylvania 2,6.7,1497
Color,Lucile Hadzihalilovic,63.0,81.0,92.0,8.0,Roxane Duran,23.0,,Drama|Horror|Mystery|Sci-Fi,Nissim Renard,Evolution,979.0,54.0,Julie-Marie Parmentier,0.0,boy|giving birth|nurse|sea|ultrasonography,http://www.imdb.com/title/tt4291590/?ref_=fn_tt_tt_1,3.0,French,France,,,2015.0,21.0,6.4,2.35,257.0,0,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}]",,330770,"[{""id"": 428, ""name"": ""nurse""}, {""id"": 658, ""name"": ""sea""}, {""id"": 966, ""name"": ""beach""}, {""id"": 5202, ""name"": ""boy""}, {""id"": 10721, ""name"": ""pregnant""}, {""id"": 11221, ""name"": ""blood""}, {""id"": 187056, ""name"": ""woman director""}]",fr,Évolution,11-year-old Nicolas lives with his mother in a seaside housing estate. The only place that ever sees any activity is the hospital. It is there that all the boys from the village are forced to undergo strange medical trials that attempt to disrupt the phases of evolution.,3.300061,"[{""name"": ""Ex Nihilo"", ""id"": 3307}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Les films du Worso"", ""id"": 7395}, {""name"": ""Noodles Production"", ""id"": 7792}, {""name"": ""Cin\u00e9+"", ""id"": 10611}, {""name"": ""Scope Pictures"", ""id"": 11199}, {""name"": ""Le Tax Shelter du Gouvernement F\u00e9d\u00e9ral de Belgique"", ""id"": 11921}, {""name"": ""Centre National de la Cin\u00e9matographie (CNC)"", ""id"": 18367}, {""name"": ""Minist\u00e8re de la Culture et de la Communication"", ""id"": 25818}, {""name"": ""Volcano Films"", ""id"": 52184}, {""name"": ""Left Field Ventures"", ""id"": 58659}, {""name"": ""Evo Films A.I.E."", ""id"": 76444}, {""name"": ""Ind\u00e9films 3"", ""id"": 76445}, {""name"": ""Palatine \u00c9toile 12"", ""id"": 76446}, {""name"": ""Cin\u00e9feel Prod"", ""id"": 76447}]","[{""iso_3166_1"": ""BE"", ""name"": ""Belgium""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""ES"", ""name"": ""Spain""}]",2015-09-14 00:00:00,0,81.0,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,,Evolution,6.4,47
