,vote_count,id,revenue,actor_2_facebook_likes,movie_facebook_likes,aspect_ratio,imdb_score,budget,title_year,num_user_for_reviews,runtime,popularity,facenumber_in_poster,actor_1_facebook_likes,num_voted_users,num_critic_for_reviews,duration,gross,director_facebook_likes,actor_3_facebook_likes,cast_total_facebook_likes,vote_average,production_companies,release_date,title,spoken_languages,production_countries,overview,color,original_language,keywords,content_rating,country,language,movie_imdb_link,plot_keywords,actor_3_name,movie_title,actor_1_name,actor_2_name,director_name,original_title,genres,original_language_le,original_language_en,has_homepage,has_tagline,tagline_word_count,release_weekday,release_month,release_year,keywords_count,production_companies_count,production_countries_count,spoken_languages_count
70,719,228165,311594032,861.0,16000.0,1.85,6.0,74000000.0,2015.0,133.0,93.0,36.952268,0.0,870.0,34359.0,147.0,92.0,162495848.0,5.0,726.0,5217.0,5.8,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Nickelodeon Movies"", ""id"": 2348}, {""name"": ""Nickelodeon Animation Studios"", ""id"": 4859}, {""name"": ""United Plankton Pictures"", ""id"": 8921}, {""name"": ""Disruption Entertainment"", ""id"": 10256}, {""name"": ""Paramount Animation"", ""id"": 24955}]",2015-02-05,The SpongeBob Movie: Sponge Out of Water,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","Burger Beard is a pirate who is in search of the final page of a magical book that makes any evil plan he writes in it come true, which happens to be the Krabby Patty secret formula. When the entire city of Bikini Bottom is put in danger, SpongeBob, Patrick, Mr. Krabs, Squidward, Sandy, and Plankton need to go on a quest that takes them to the surface. In order to get back the recipe and save their city, the gang must retrieve the book and transform themselves into superheroes.",Color,en,"[{""id"": 270, ""name"": ""ocean""}, {""id"": 658, ""name"": ""sea""}, {""id"": 3412, ""name"": ""star""}, {""id"": 4237, ""name"": ""water""}, {""id"": 10267, ""name"": ""comedy""}, {""id"": 190852, ""name"": ""sponge""}, {""id"": 204222, ""name"": ""spongebob""}, {""id"": 209220, ""name"": ""live action and animation""}]",PG,USA,English,http://www.imdb.com/title/tt2279373/?ref_=fn_tt_tt_1,book|magic|pirate|plankton|time machine,Eddie Deezen,The SpongeBob Movie: Sponge Out of Water,Tim Conway,Billy West,Paul Tibbitt,The SpongeBob Movie: Sponge Out of Water,Adventure|Animation|Comedy|Family|Fantasy,3,1,1,1,5.0,3,2,2015,8,6,1,1
71,1523,152760,154984035,13000.0,34000.0,2.35,6.1,70000000.0,2014.0,403.0,118.0,43.873266,7.0,13000.0,102248.0,371.0,118.0,78031620.0,0.0,559.0,27674.0,5.8,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Studio Babelsberg"", ""id"": 264}, {""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Smokehouse Pictures"", ""id"": 22695}, {""name"": ""Obelisk Productions"", ""id"": 24970}]",2014-01-24,The Monuments Men,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","Based on the true story of the greatest treasure hunt in history, The Monuments Men is an action drama focusing on seven over-the-hill, out-of-shape museum directors, artists, architects, curators, and art historians who went to the front lines of WWII to rescue the world’s artistic masterpieces from Nazi thieves and return them to their rightful owners.  With the art hidden behind enemy lines, how could these guys hope to succeed?",Color,en,"[{""id"": 1956, ""name"": ""world war ii""}, {""id"": 2652, ""name"": ""nazis""}, {""id"": 156031, ""name"": ""art theft""}, {""id"": 160224, ""name"": ""post world war ii""}]",PG-13,USA,English,http://www.imdb.com/title/tt2177771/?ref_=fn_tt_tt_1,art|art expert|nazi stolen art|soldier|world war two,Bob Balaban,The Monuments Men,Bill Murray,Matt Damon,George Clooney,The Monuments Men,Drama|War,3,1,1,1,8.0,4,1,2014,4,5,2,4
72,2389,49017,215529201,692.0,37000.0,2.35,6.3,70000000.0,2014.0,423.0,92.0,64.45794699999999,1.0,3000.0,138582.0,261.0,92.0,55942830.0,28.0,423.0,5178.0,6.2,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Fuji Television Network"", ""id"": 3341}, {""name"": ""Dentsu"", ""id"": 6452}, {""name"": ""Michael De Luca Productions"", ""id"": 27551}]",2014-10-01,Dracula Untold,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","Vlad Tepes is a great hero, but when he learns the Sultan is preparing for battle and needs to form an army of 1,000 boys, including Vlad's son, he vows to find a way to protect his family. Vlad turns to dark forces in order to get the power to destroy his enemies and agrees to go from hero to monster as he's turned into the mythological vampire Dracula.",Color,en,"[{""id"": 3133, ""name"": ""vampire""}, {""id"": 3633, ""name"": ""dracula""}, {""id"": 4197, ""name"": ""bite""}, {""id"": 14643, ""name"": ""battle""}, {""id"": 213097, ""name"": ""15th century""}, {""id"": 214410, ""name"": ""ottoman empire""}, {""id"": 225470, ""name"": ""vlad""}, {""id"": 231407, ""name"": ""fang vamp""}, {""id"": 232534, ""name"": ""tepes""}]",PG-13,USA,English,http://www.imdb.com/title/tt0829150/?ref_=fn_tt_tt_1,death of wife|dracula|tarantula|turk|vampire,Zach McGowan,Dracula Untold,Dominic Cooper,Sarah Gadon,Gary Shore,Dracula Untold,Action|Drama|Fantasy|Horror|War,3,1,0,1,5.0,2,10,2014,9,5,1,1
73,826,201088,17752940,326.0,11000.0,2.35,5.4,70000000.0,2015.0,207.0,133.0,46.832372,1.0,26000.0,38983.0,261.0,133.0,7097125.0,0.0,301.0,28129.0,5.1,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Forward Pass"", ""id"": 675}, {""name"": ""Legendary Pictures"", ""id"": 923}]",2015-01-13,Blackhat,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",A man is released from prison to help American and Chinese authorities pursue a mysterious cyber criminal. The dangerous search leads them from Chicago to Hong Kong.,Color,en,"[{""id"": 949, ""name"": ""terrorist""}, {""id"": 1576, ""name"": ""technology""}, {""id"": 2095, ""name"": ""anti hero""}, {""id"": 2157, ""name"": ""hacker""}, {""id"": 2812, ""name"": ""computer virus""}, {""id"": 3635, ""name"": ""national security agency (nsa)""}, {""id"": 4776, ""name"": ""race against time""}, {""id"": 6104, ""name"": ""computer""}, {""id"": 6847, ""name"": ""malaysia""}, {""id"": 7321, ""name"": ""nuclear power plant""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 10085, ""name"": ""betrayal""}, {""id"": 10410, ""name"": ""conspiracy""}, {""id"": 10562, ""name"": ""on the run""}, {""id"": 10718, ""name"": ""fugitive""}, {""id"": 10950, ""name"": ""shootout""}, {""id"": 12361, ""name"": ""hacking""}, {""id"": 13015, ""name"": ""terrorism""}, {""id"": 15076, ""name"": ""cat and mouse""}, {""id"": 18522, ""name"": ""one against many""}, {""id"": 155555, ""name"": ""computer hacker""}, {""id"": 158111, ""name"": ""no opening credits""}, {""id"": 161520, ""name"": ""terrorist plot""}, {""id"": 183817, ""name"": ""stock exchange""}, {""id"": 209853, ""name"": ""cybercrime""}, {""id"": 218122, ""name"": ""cyber terrorism""}, {""id"": 218124, ""name"": ""chinese military""}, {""id"": 218130, ""name"": ""cyber terrorist""}, {""id"": 218132, ""name"": ""cyber thriller""}]",R,USA,English,http://www.imdb.com/title/tt2717822/?ref_=fn_tt_tt_1,chinese|computer|cybercrime|hacker|one word title,Brandon Molale,Blackhat,Chris Hemsworth,Archie Kao,Michael Mann,Blackhat,Action|Crime|Drama|Mystery|Thriller,3,1,1,1,6.0,1,1,2015,29,3,1,4
74,533,188207,61279452,358.0,12000.0,2.35,4.2,70000000.0,2014.0,202.0,99.0,25.020428,0.0,576.0,44891.0,156.0,99.0,18821279.0,212.0,182.0,1520.0,4.4,"[{""name"": ""Millennium Films"", ""id"": 10254}]",2014-01-10,The Legend of Hercules,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","In Ancient Greece 1200 B.C., a queen succumbs to the lust of Zeus to bear a son promised to overthrow the tyrannical rule of the king and restore peace to a land in hardship. But this prince, Hercules, knows nothing of his real identity or his destiny. He desires only one thing: the love of Hebe, Princess of Crete, who has been promised to his own brother. When Hercules learns of his greater purpose, he must choose: to flee with his true love or to fulfill his destiny and become the true hero of his time. The story behind one of the greatest myths is revealed in this action-packed epic - a tale of love, sacrifice and the strength of the human spirit.",Color,en,"[{""id"": 2035, ""name"": ""mythology""}, {""id"": 8985, ""name"": ""zeus""}, {""id"": 162861, ""name"": ""ancient greece""}, {""id"": 180548, ""name"": ""demigod""}, {""id"": 221954, ""name"": ""city of argos""}, {""id"": 221955, ""name"": ""mistaken parentage""}]",PG-13,USA,English,http://www.imdb.com/title/tt1043726/?ref_=fn_tt_tt_1,ancient greece|forbidden love|hercules|king|slavery,Gaia Weiss,The Legend of Hercules,Roxanne McKee,Luke Newberry,Renny Harlin,The Legend of Hercules,Action|Adventure|Fantasy,3,1,0,1,5.0,4,1,2014,6,1,1,1
75,2463,214756,217022588,11000.0,30000.0,2.35,6.4,68000000.0,2015.0,229.0,115.0,68.734513,0.0,14000.0,117739.0,280.0,125.0,81257500.0,3000.0,3000.0,30010.0,6.2,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Fuzzy Door Productions"", ""id"": 8789}, {""name"": ""Bluegrass Films"", ""id"": 13778}, {""name"": ""Smart Entertainment"", ""id"": 44783}, {""name"": ""Media Rights Capital (MRC)"", ""id"": 86655}]",2015-06-25,Ted 2,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law.",Color,en,"[{""id"": 5098, ""name"": ""sperm bank""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 15214, ""name"": ""buddy""}, {""id"": 18074, ""name"": ""courthouse""}, {""id"": 158162, ""name"": ""teddy bear""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 187065, ""name"": ""toy comes to life""}, {""id"": 193682, ""name"": ""married""}]",R,USA,English,http://www.imdb.com/title/tt2637276/?ref_=fn_tt_tt_1,baby|f word|fight|lawyer|marriage,Seth MacFarlane,Ted 2,Liam Neeson,Morgan Freeman,Seth MacFarlane,Ted 2,Comedy,3,1,0,1,4.0,3,6,2015,8,5,1,1
76,588,300673,52099090,562.0,12000.0,2.35,6.8,,2016.0,113.0,114.0,28.22366400000001,0.0,788.0,27481.0,178.0,117.0,27550735.0,44.0,531.0,3524.0,6.3,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Whitaker Entertainment"", ""id"": 51164}, {""name"": ""Bergsten Music"", ""id"": 77739}, {""name"": ""Red Hawk Entertainment"", ""id"": 78217}]",2016-01-25,The Finest Hours,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",The Coast Guard makes a daring rescue attempt off the coast of Cape Cod after a pair of oil tankers are destroyed during a blizzard in 1952.,Color,en,"[{""id"": 3547, ""name"": ""coast guard""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 10349, ""name"": ""survival""}, {""id"": 11107, ""name"": ""rescue mission""}, {""id"": 168683, ""name"": ""storm at sea""}, {""id"": 180100, ""name"": ""sinking ship""}, {""id"": 208611, ""name"": ""1950s""}, {""id"": 209714, ""name"": ""3d""}]",PG-13,USA,English,http://www.imdb.com/title/tt2025690/?ref_=fn_tt_tt_1,1950s|coast guard|oil tanker|sinking ship|survival,Graham McTavish,The Finest Hours,Michael Raymond-James,Abraham Benrubi,Craig Gillespie,The Finest Hours,Action|Drama|History|Thriller,3,1,1,1,5.0,0,1,2016,8,4,1,1
77,1520,136797,203277636,3000.0,32000.0,2.35,6.5,66000000.0,2014.0,346.0,130.0,54.81489000000001,1.0,3000.0,136954.0,327.0,132.0,43568507.0,76.0,464.0,7081.0,6.1,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Reliance Entertainment"", ""id"": 7294}, {""name"": ""Bandito Brothers"", ""id"": 8403}, {""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Electronic Arts"", ""id"": 34890}, {""name"": ""Revolution Sun Studios"", ""id"": 76043}]",2014-03-13,Need for Speed,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","[{""iso_3166_1"": ""PH"", ""name"": ""Philippines""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]","The film revolves around a local street-racer who partners with a rich and arrogant business associate, only to find himself framed by his colleague and sent to prison. After he gets out, he joins a New York-to-Los Angeles race to get revenge. But when the ex-partner learns of the scheme, he puts a massive bounty on the racer's head, forcing him to run a cross-country gauntlet of illegal racers in all manner of supercharged vehicles.",Color,en,"[{""id"": 9666, ""name"": ""street race""}, {""id"": 10494, ""name"": ""super cars""}, {""id"": 11058, ""name"": ""super speed""}, {""id"": 33885, ""name"": ""car""}, {""id"": 41645, ""name"": ""based on video game""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 209714, ""name"": ""3d""}]",PG-13,USA,English,http://www.imdb.com/title/tt2369135/?ref_=fn_tt_tt_1,cross country|custom car|illegal street racing|police officer crushed|street racing,Ramon Rodriguez,Need for Speed,Rami Malek,Dominic Cooper,Scott Waugh,Need for Speed,Action|Crime|Drama|Thriller,3,1,0,1,6.0,3,3,2014,7,6,4,1
78,466,196867,133821816,1000.0,16000.0,2.39,5.2,65000000.0,2014.0,213.0,119.0,33.439187,6.0,2000.0,24735.0,176.0,118.0,85911262.0,87.0,929.0,4796.0,6.0,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Olive Bridge Entertainment"", ""id"": 7291}, {""name"": ""Sony Pictures Entertainment (SPE)"", ""id"": 7431}, {""name"": ""Overbrook Entertainment"", ""id"": 12485}, {""name"": ""Marcy Media"", ""id"": 95063}]",2014-12-19,Annie,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","Ever since her parents left her as a baby, little Annie has led a hard-knock life with her calculating foster mother, Miss Hannigan. However, all that changes when hard-nosed billionaire and mayoral candidate Will Stacks takes her in on the recommendation of his advisers. Stacks believes that he's Annie's guardian angel, but the plucky youngster's confidence and sunny outlook may mean that Annie will save Will instead.",Color,en,"[{""id"": 4344, ""name"": ""musical""}, {""id"": 13014, ""name"": ""orphan""}, {""id"": 155643, ""name"": ""foster child""}]",PG,USA,English,http://www.imdb.com/title/tt1823664/?ref_=fn_tt_tt_1,billionaire|business tycoon|mayoral candidate|penthouse|reference to star trek,David Zayas,Annie,Quvenzhané Wallis,Dorian Missick,Will Gluck,Annie,Comedy|Drama|Family|Musical,3,1,0,1,5.0,4,12,2014,3,5,1,1
79,2542,256591,153962963,806.0,23000.0,1.85,6.6,50100000.0,2015.0,221.0,105.0,59.63402900000001,0.0,10000.0,149337.0,279.0,105.0,53846915.0,43.0,523.0,11943.0,6.7,"[{""name"": ""Kramer & Sigman Films"", ""id"": 21914}, {""name"": ""RatPac-Dune Entertainment"", ""id"": 41624}, {""name"": ""Zaftig Films"", ""id"": 47586}]",2015-02-25,Focus,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","Nicky, a veteran con artist, takes a novice named Jess under his wing. While Nicky teaches Jess the tricks of the trade, the pair become romantically involved; but, when Jess gets uncomfortably close, Nicky ends their relationship. Three years later, Nicky is in Buenos Aires working a very dangerous scheme when Jess -- now an accomplished femme fatale -- unexpectedly shows up. Her appearance throws Nicky for a loop at a time when he cannot afford to be off his game.",Color,en,"[{""id"": 3182, ""name"": ""seduction""}, {""id"": 3202, ""name"": ""con man""}, {""id"": 9016, ""name"": ""femme fatale""}, {""id"": 9758, ""name"": ""deception""}, {""id"": 9823, ""name"": ""rivalry""}, {""id"": 10453, ""name"": ""con artist""}]",R,USA,English,http://www.imdb.com/title/tt2381941/?ref_=fn_tt_tt_1,con artist|con man|deception|rivalry|seduction,Gerald McRaney,Focus,Will Smith,Adrian Martinez,Glenn Ficarra,Focus,Comedy|Crime|Drama|Romance,3,1,1,1,4.0,2,2,2015,6,3,1,1
80,687,100241,71154592,593.0,15000.0,2.35,5.1,65000000.0,2014.0,194.0,92.0,31.32473400000001,0.0,623.0,65709.0,308.0,92.0,19059018.0,72.0,568.0,3165.0,5.0,"[{""name"": ""Lakeshore Entertainment"", ""id"": 126}, {""name"": ""Sidney Kimmel Entertainment"", ""id"": 737}, {""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""Hopscotch Films"", ""id"": 13788}]",2014-01-22,"I, Frankenstein","[{""iso_639_1"": ""en"", ""name"": ""English""}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""AU"", ""name"": ""Australia""}]","200 years after his shocking creation, Dr. Frankenstein's creature, Adam, still walks the earth. But when he finds himself in the middle of a war over the fate of humanity, Adam discovers he holds the key that could destroy humankind.",Color,en,"[{""id"": 634, ""name"": ""soul""}, {""id"": 2011, ""name"": ""queen""}, {""id"": 2095, ""name"": ""anti hero""}, {""id"": 2486, ""name"": ""fantasy""}, {""id"": 3071, ""name"": ""prince""}, {""id"": 6152, ""name"": ""supernatural""}, {""id"": 6737, ""name"": ""frankenstein""}, {""id"": 10842, ""name"": ""good vs evil""}, {""id"": 11408, ""name"": ""gargoyles""}, {""id"": 14955, ""name"": ""fighting""}, {""id"": 15001, ""name"": ""demon""}, {""id"": 33783, ""name"": ""dark""}, {""id"": 156395, ""name"": ""imax""}, {""id"": 209714, ""name"": ""3d""}]",PG-13,Australia,English,http://www.imdb.com/title/tt1418377/?ref_=fn_tt_tt_1,army|creature|demon|frankenstein|gargoyle,Miranda Otto,"I, Frankenstein",Caitlin Stasey,Kevin Grevioux,Stuart Beattie,"I, Frankenstein",Action|Fantasy|Sci-Fi|Thriller,3,1,1,1,12.0,2,1,2014,14,4,2,1
81,1286,189,39407616,13000.0,32000.0,1.85,6.5,65000000.0,2014.0,239.0,102.0,85.428395,3.0,23000.0,111102.0,339.0,102.0,13750556.0,436.0,6000.0,49433.0,6.3,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Troublemaker Studios"", ""id"": 10807}, {""name"": ""AR Films"", ""id"": 11005}, {""name"": ""Aldamisa Entertainment"", ""id"": 11006}, {""name"": ""Demarest Films"", ""id"": 13241}, {""name"": ""Solipsist Film"", ""id"": 29076}, {""name"": ""Residaco"", ""id"": 41658}]",2014-08-20,Sin City: A Dame to Kill For,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",Some of Sin City's most hard-boiled citizens cross paths with a few of its more reviled inhabitants., Black and White,en,"[{""id"": 703, ""name"": ""detective""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 7089, ""name"": ""dominatrix""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 15016, ""name"": ""twins""}, {""id"": 18712, ""name"": ""based on graphic novel""}, {""id"": 178857, ""name"": ""dark horse comics""}, {""id"": 207268, ""name"": ""neo-noir""}, {""id"": 209714, ""name"": ""3d""}]",R,USA,English,http://www.imdb.com/title/tt0458481/?ref_=fn_tt_tt_1,box office flop|female frontal nudity|female rear nudity|jackpot|rescue,Eva Green,Sin City: A Dame to Kill For,Joseph Gordon-Levitt,Bruce Willis,Frank Miller,Sin City: A Dame to Kill For,Action|Crime|Thriller,3,1,1,1,6.0,2,8,2014,10,7,1,1
82,1772,253412,203427584,580.0,40000.0,2.35,7.1,55000000.0,2015.0,265.0,121.0,60.24697800000001,0.0,963.0,134625.0,361.0,121.0,43247140.0,175.0,221.0,2131.0,6.7,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Working Title Films"", ""id"": 10163}, {""name"": ""Walden Media"", ""id"": 10221}, {""name"": ""Cross Creek Pictures"", ""id"": 10246}, {""name"": ""Free State Pictures"", ""id"": 40106}, {""name"": ""RVK Studios"", ""id"": 62693}]",2015-09-10,Everest,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","[{""iso_3166_1"": ""IS"", ""name"": ""Iceland""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]","Inspired by the incredible events surrounding a treacherous attempt to reach the summit of the world's highest mountain, ""Everest"" documents the awe-inspiring journey of two different expeditions challenged beyond their limits by one of the fiercest snowstorms ever encountered by mankind. Their mettle tested by the harshest of elements found on the planet, the climbers will face nearly impossible obstacles as a lifelong obsession becomes a breathtaking struggle for survival.",Color,en,"[{""id"": 1262, ""name"": ""mountains""}, {""id"": 3373, ""name"": ""snow storm""}, {""id"": 5827, ""name"": ""hiking""}, {""id"": 8624, ""name"": ""climbing""}, {""id"": 10794, ""name"": ""snow""}, {""id"": 34079, ""name"": ""death""}, {""id"": 156783, ""name"": ""blizzard""}, {""id"": 159212, ""name"": ""mountain climbing""}, {""id"": 185722, ""name"": ""based on true events""}, {""id"": 192779, ""name"": ""mount everest""}, {""id"": 209714, ""name"": ""3d""}]",PG-13,UK,English,http://www.imdb.com/title/tt2719848/?ref_=fn_tt_tt_1,blizzard|mount everest|mountain|mountain climbing|snow,Tom Goodman-Hill,Everest,Michael Kelly,Martin Henderson,Baltasar Kormákur,Everest,Adventure|Biography|Drama|History|Sport|Thriller,3,1,1,1,3.0,3,9,2015,11,6,3,1
83,4274,273248,155760117,1000.0,114000.0,2.76,7.9,44000000.0,2015.0,1018.0,167.0,68.717016,1.0,46000.0,272839.0,596.0,187.0,54116191.0,16000.0,1000.0,49912.0,7.6,"[{""name"": ""Double Feature Films"", ""id"": 215}, {""name"": ""The Weinstein Company"", ""id"": 308}, {""name"": ""FilmColony"", ""id"": 1811}]",2015-12-25,The Hateful Eight,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",Bounty hunters seek shelter from a raging blizzard and get caught up in a plot of betrayal and deception.,Color,en,"[{""id"": 801, ""name"": ""bounty hunter""}, {""id"": 1016, ""name"": ""wyoming""}, {""id"": 1262, ""name"": ""mountains""}, {""id"": 2398, ""name"": ""narration""}, {""id"": 7150, ""name"": ""hangman""}, {""id"": 33600, ""name"": ""stagecoach""}, {""id"": 156783, ""name"": ""blizzard""}, {""id"": 187321, ""name"": ""post civil war""}]",R,USA,English,http://www.imdb.com/title/tt3460252/?ref_=fn_tt_tt_1,blizzard|blood vomiting|bounty hunter|murder|shot in the crotch,Zoë Bell,The Hateful Eight,Craig Stark,Jennifer Jason Leigh,Quentin Tarantino,The Hateful Eight,Crime|Drama|Mystery|Thriller|Western,3,1,1,1,10.0,4,12,2015,8,3,1,2
84,5862,210577,369330363,812.0,146000.0,2.35,8.1,61000000.0,2014.0,1127.0,145.0,143.041543,0.0,835.0,569841.0,568.0,149.0,167735396.0,21000.0,625.0,4348.0,7.9,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""New Regency Pictures"", ""id"": 10104}, {""name"": ""Pacific Standard"", ""id"": 15829}, {""name"": ""TSG Entertainment"", ""id"": 22213}, {""name"": ""Artemple - Hollywood"", ""id"": 60682}]",2014-10-01,Gone Girl,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",Color,en,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 5809, ""name"": ""marriage crisis""}, {""id"": 10941, ""name"": ""disappearance""}, {""id"": 11513, ""name"": ""cheating husband""}, {""id"": 156091, ""name"": ""missing person""}, {""id"": 169962, ""name"": ""search party""}, {""id"": 191199, ""name"": ""criminal lawyer""}, {""id"": 199073, ""name"": ""wife murder""}, {""id"": 207431, ""name"": ""murder suspect""}, {""id"": 222665, ""name"": ""missing wife""}]",R,USA,English,http://www.imdb.com/title/tt2267998/?ref_=fn_tt_tt_1,based on novel|disappearance|missing person|missing wife|murder suspect,Emily Ratajkowski,Gone Girl,Patrick Fugit,Sela Ward,David Fincher,Gone Girl,Crime|Drama|Mystery|Thriller,3,1,1,1,8.0,2,10,2014,10,6,1,1
85,1173,137094,50549107,394.0,17000.0,2.35,6.2,60000000.0,2014.0,289.0,105.0,42.538258,3.0,539.0,99035.0,313.0,105.0,50549107.0,0.0,288.0,1411.0,5.9,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Di Bonaventura Pictures"", ""id"": 435}, {""name"": ""Mace Neufeld Productions"", ""id"": 2767}, {""name"": ""Skydance Productions"", ""id"": 6277}, {""name"": ""Etalon film"", ""id"": 9341}, {""name"": ""Buckaroo Entertainment"", ""id"": 11250}]",2014-01-15,Jack Ryan: Shadow Recruit,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","[{""iso_3166_1"": ""RU"", ""name"": ""Russia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","Jack Ryan, as a young covert CIA analyst, uncovers a Russian plot to crash the U.S. economy with a terrorist attack.",Color,en,"[{""id"": 212, ""name"": ""london england""}, {""id"": 417, ""name"": ""corruption""}, {""id"": 591, ""name"": ""cia""}, {""id"": 949, ""name"": ""terrorist""}, {""id"": 1589, ""name"": ""sniper""}, {""id"": 1653, ""name"": ""explosive""}, {""id"": 2051, ""name"": ""intelligence""}, {""id"": 2139, ""name"": ""russia""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10410, ""name"": ""conspiracy""}, {""id"": 18420, ""name"": ""surveillance""}, {""id"": 33705, ""name"": ""agent""}, {""id"": 155723, ""name"": ""jack ryan""}, {""id"": 188114, ""name"": ""u.s. marine""}, {""id"": 199364, ""name"": ""rehab""}, {""id"": 202296, ""name"": ""analyst""}]",PG-13,USA,English,http://www.imdb.com/title/tt1205537/?ref_=fn_tt_tt_1,covert analyst|marine|russian|spy|stock market,Gemma Chan,Jack Ryan: Shadow Recruit,Colm Feore,Nonso Anozie,Kenneth Branagh,Jack Ryan: Shadow Recruit,Action|Drama|Thriller,3,1,0,1,3.0,2,1,2014,16,6,2,1
